PurchaseID,CustomerID,ProductID,PurchaseDate,PurchaseStatus,PurchaseAmount
1266,914,50,29-04-2024,Paid,403.1
1267,997,12,03-12-2019,Pending,893.09
1268,34,13,01-04-2021,Shipped,673.79
1269,903,22,09-07-2024,Shipped,234.9
1270,406,38,22-04-2023,Shipped,496.15
1271,985,24,18-09-2023,Failed,855.06
1272,435,28,03-04-2020,Shipped,909.32
1273,533,29,20-07-2021,Shipped,221.75
1274,171,44,03-04-2023,Pending,354.87
1275,717,35,21-10-2023,Shipped,654.67
1276,929,39,07-09-2020,Shipped,62.05
1277,432,39,07-03-2021,Failed,712.38
1278,148,28,26-03-2024,Pending,529.29
1279,908,1,23-01-2024,Pending,263.72
1280,175,40,10-12-2021,Shipped,390.96
1281,183,24,06-10-2023,Failed,538.25
1282,342,41,13-11-2019,Shipped,159.36
1283,710,24,24-12-2021,Paid,330.75
1284,408,11,02-12-2021,Pending,297.8
1285,777,7,24-10-2019,Failed,28.63
1286,530,29,22-06-2023,Paid,291.64
1287,102,24,10-11-2022,Shipped,358.92
1288,19,40,04-08-2022,Shipped,567.51
1289,606,42,13-10-2023,Refunded,847.32
1290,413,3,20-02-2021,Failed,867.19
1291,718,8,27-07-2020,Shipped,594.32
1292,504,7,05-04-2022,Shipped,123.63
1293,242,16,05-09-2020,Refunded,213.75
1294,102,8,07-04-2024,Shipped,387.52
1295,498,41,10-02-2020,Pending,403.31
1296,665,48,27-03-2021,Failed,283.95
1297,753,8,21-02-2020,Pending,182.89
1298,702,24,03-10-2019,Paid,867.79
1299,355,35,04-05-2021,Pending,398.06
1300,388,32,23-06-2021,Failed,803.02
1301,517,38,13-11-2022,Paid,880.36
1302,205,18,10-12-2020,Paid,277.05
1303,222,12,22-01-2022,Paid,629.25
1304,883,21,07-01-2020,Shipped,294.25
1305,740,4,21-02-2022,Pending,945.59
1306,462,9,18-09-2022,Paid,642.54
1307,843,24,09-04-2024,Pending,834.46
1308,118,36,03-11-2020,Failed,15.79
1309,873,2,19-12-2019,Failed,555.84
1310,337,35,25-10-2021,Refunded,296.7
1311,435,35,30-05-2024,Paid,697.78
1312,929,32,12-01-2022,Shipped,572.5
1313,876,2,19-08-2020,Refunded,750.67
1314,763,6,31-01-2022,Failed,573.79
1315,900,6,10-05-2020,Failed,48.89
1316,122,42,24-06-2021,Refunded,298.09
1317,194,48,26-10-2020,Failed,934.23
1318,357,1,13-10-2019,Failed,447.91
1319,774,25,13-04-2020,Shipped,872.79
1320,805,46,01-10-2019,Failed,841.22
1321,419,3,03-10-2020,Shipped,304.38
1322,909,24,11-10-2022,Failed,845.9
1323,898,18,07-10-2023,Paid,262.43
1324,102,25,25-08-2023,Failed,301.5
1325,852,44,13-08-2022,Pending,135.71
1326,516,4,03-05-2024,Shipped,746.25
1327,732,26,18-06-2022,Paid,98.19
1328,558,38,29-12-2020,Pending,418.27
1329,341,28,29-10-2022,Pending,513.42
1330,191,20,12-07-2021,Shipped,601.1
1331,237,14,23-10-2021,Failed,865.78
1332,768,38,03-03-2024,Shipped,505.36
1333,130,6,12-08-2024,Paid,936.08
1334,333,48,13-09-2021,Shipped,845.87
1335,346,27,07-02-2021,Paid,956.23
1336,750,13,24-01-2022,Pending,926.16
1337,326,21,08-12-2019,Pending,655.62
1338,55,45,11-08-2020,Paid,348.73
1339,29,7,21-07-2023,Shipped,786.21
1340,862,26,24-04-2022,Paid,151.12
1341,832,13,25-08-2023,Pending,129.37
1342,144,28,29-01-2021,Pending,316.26
1343,83,48,28-09-2023,Shipped,948.22
1344,782,49,11-02-2020,Paid,354.21
1345,958,17,17-05-2024,Failed,11.87
1346,9,31,29-06-2023,Failed,806.62
1347,518,23,27-05-2021,Pending,617.74
1348,341,42,30-06-2021,Shipped,135.59
1349,903,39,08-04-2021,Refunded,163.16
1350,909,30,01-07-2023,Refunded,721.84
1351,143,33,13-01-2021,Failed,441.27
1352,116,6,11-07-2024,Refunded,535.87
1353,436,46,31-01-2021,Failed,661.95
1354,291,40,29-11-2022,Refunded,911.34
1355,901,28,16-10-2019,Shipped,375.76
1356,235,17,30-05-2022,Shipped,478.54
1357,500,20,14-01-2024,Paid,985.73
1358,506,23,16-03-2024,Paid,152.16
1359,326,5,21-11-2022,Shipped,586.73
1360,120,42,28-12-2023,Failed,746.72
1361,853,44,03-09-2019,Pending,728.89
1362,307,8,20-08-2023,Failed,273.2
1363,437,24,26-02-2024,Shipped,563.72
1364,85,26,23-01-2024,Paid,185.75
1365,20,20,18-09-2023,Failed,304.09
1366,809,3,28-01-2021,Refunded,825.75
1367,352,38,03-06-2024,Refunded,36.61
1368,943,6,16-01-2023,Paid,203.5
1369,666,3,21-02-2021,Failed,663.06
1370,853,1,01-04-2020,Paid,125.17
1371,834,33,04-06-2024,Refunded,339.32
1372,815,2,03-09-2021,Shipped,592.84
1373,631,42,10-11-2019,Pending,668.51
1374,698,40,07-08-2020,Pending,879.37
1375,940,33,22-02-2024,Pending,500.07
1376,322,49,16-07-2021,Refunded,461.66
1377,382,24,19-09-2020,Paid,185.46
1378,45,20,02-04-2024,Shipped,391.16
1379,405,20,28-04-2023,Shipped,449.19
1380,392,16,24-08-2022,Failed,73
1381,528,23,27-10-2023,Paid,383.2
1382,586,34,06-01-2020,Shipped,846.89
1383,967,37,22-06-2022,Shipped,707.4
1384,918,21,29-11-2023,Pending,360.82
1385,659,49,04-02-2021,Failed,762.25
1386,874,32,22-12-2020,Paid,558.11
1387,404,20,01-07-2024,Pending,609.51
1388,753,13,16-06-2020,Failed,325.21
1389,695,33,01-11-2021,Paid,524.54
1390,460,33,13-08-2020,Shipped,853.35
1391,105,42,06-03-2024,Paid,981.97
1392,139,10,04-08-2022,Shipped,31.59
1393,22,14,11-02-2021,Paid,591.97
1394,352,32,26-03-2021,Pending,718.28
1395,163,19,08-01-2021,Pending,502.62
1396,298,19,24-10-2020,Paid,785.6
1397,291,38,08-07-2020,Paid,781.49
1398,179,35,21-04-2023,Pending,293.61
1399,567,18,15-02-2022,Pending,945.31
1400,963,25,15-11-2021,Pending,614.23
1401,868,22,30-12-2023,Pending,596.7
1402,434,41,19-07-2024,Refunded,602.26
1403,543,1,23-09-2019,Shipped,277.23
1404,384,1,08-06-2024,Paid,451.05
1405,868,23,30-09-2019,Paid,915.85
1406,259,35,01-08-2022,Paid,825.64
1407,19,29,16-04-2024,Refunded,253.23
1408,384,50,11-11-2019,Refunded,208.11
1409,314,12,22-04-2022,Refunded,705.84
1410,459,6,09-04-2021,Paid,465.77
1411,190,15,25-10-2020,Paid,774.56
1412,289,40,30-12-2023,Paid,982.83
1413,775,40,01-11-2019,Paid,548.36
1414,583,16,03-06-2020,Shipped,336.09
1415,846,22,01-03-2023,Pending,254.54
1416,486,7,21-05-2023,Pending,305.54
1417,252,18,03-10-2019,Shipped,655.67
1418,334,2,24-04-2024,Failed,832.98
1419,105,38,29-10-2021,Refunded,388.17
1420,435,24,10-10-2019,Pending,919.58
1421,47,48,17-11-2020,Shipped,929.16
1422,459,28,21-06-2024,Pending,388
1423,409,27,01-03-2024,Shipped,390.57
1424,51,48,11-10-2021,Paid,255.64
1425,299,16,19-12-2021,Failed,409.52
1426,283,12,12-03-2020,Paid,400.82
1427,374,8,14-03-2024,Shipped,678.61
1428,569,24,08-01-2020,Paid,765.67
1429,583,50,31-08-2019,Shipped,193.82
1430,524,8,01-10-2022,Refunded,512.29
1431,651,6,11-04-2020,Shipped,11.77
1432,757,30,25-10-2020,Pending,487.73
1433,16,45,26-06-2021,Failed,219.97
1434,944,17,07-12-2019,Refunded,174.82
1435,849,33,10-02-2021,Shipped,168.81
1436,86,45,16-12-2021,Refunded,559.57
1437,735,11,30-04-2020,Failed,778.77
1438,837,14,18-03-2023,Pending,357.47
1439,183,2,08-09-2021,Failed,401.17
1440,381,47,27-07-2024,Refunded,783.09
1441,892,45,23-11-2022,Pending,517.28
1442,669,17,07-12-2019,Paid,768.91
1443,643,11,30-07-2023,Paid,466.04
1444,921,28,26-08-2023,Refunded,301.29
1445,301,28,14-06-2022,Failed,25.3
1446,163,50,19-07-2024,Failed,239.8
1447,452,45,04-04-2022,Failed,75.24
1448,408,16,12-04-2024,Failed,145.07
1449,79,41,17-03-2021,Pending,317.26
1450,93,35,09-04-2021,Shipped,542.33
1451,568,32,11-04-2022,Pending,516.27
1452,104,40,14-02-2022,Failed,385.62
1453,841,13,30-01-2022,Paid,178.42
1454,144,33,29-04-2020,Shipped,865.71
1455,406,27,08-10-2019,Failed,179.96
1456,504,40,12-04-2021,Pending,639.8
1457,857,14,06-03-2024,Failed,289.41
1458,680,21,01-11-2021,Failed,460.28
1459,420,12,06-10-2021,Refunded,464.36
1460,261,35,22-11-2023,Failed,428.49
1461,187,50,19-09-2023,Failed,570.6
1462,2,18,18-09-2023,Pending,453.55
1463,731,14,19-08-2019,Shipped,662.65
1464,789,32,11-07-2024,Paid,775.69
1465,202,6,13-05-2023,Refunded,886.28
1466,531,24,19-12-2019,Paid,770.84
1467,509,26,07-06-2024,Pending,750.83
1468,113,7,21-03-2021,Failed,962.74
1469,19,10,06-03-2020,Refunded,615.93
1470,448,25,01-10-2019,Paid,351.03
1471,991,28,27-02-2023,Refunded,958.9
1472,912,26,21-04-2024,Pending,997.15
1473,621,9,02-08-2023,Failed,872.29
1474,900,8,25-05-2024,Failed,519.28
1475,774,35,03-04-2022,Failed,653.07
1476,183,25,26-02-2023,Shipped,206.47
1477,474,15,21-05-2024,Paid,373.45
1478,65,46,17-07-2021,Paid,200.33
1479,706,40,11-04-2021,Refunded,192.49
1480,629,43,07-06-2021,Refunded,357.38
1481,538,35,29-05-2023,Refunded,628.99
1482,926,24,09-02-2024,Refunded,723.06
1483,329,17,12-01-2022,Refunded,323.82
1484,234,36,21-11-2021,Paid,244.02
1485,130,2,19-06-2022,Shipped,82.06
1486,389,20,19-01-2021,Refunded,620.12
1487,14,6,09-10-2020,Pending,504.61
1488,56,9,30-10-2020,Failed,453.33
1489,973,29,14-04-2020,Shipped,436.07
1490,965,28,27-07-2020,Failed,634.16
1491,475,13,18-09-2020,Paid,618.58
1492,855,47,15-08-2021,Pending,301.34
1493,75,24,29-04-2021,Shipped,515.91
1494,162,4,08-03-2022,Refunded,185.17
1495,427,45,19-12-2022,Paid,254.49
1496,262,26,12-07-2022,Shipped,867.3
1497,920,21,28-06-2022,Pending,922.8
1498,460,22,09-01-2021,Failed,778.41
1499,833,35,11-08-2021,Paid,244.07
1500,435,1,17-04-2021,Pending,586.63
1501,328,29,08-07-2020,Failed,759.94
1502,959,23,28-02-2024,Shipped,665.36
1503,337,8,13-10-2022,Pending,216.61
1504,68,24,28-09-2022,Shipped,760.54
1505,682,17,04-07-2023,Pending,945.26
1506,684,50,09-03-2021,Paid,555.6
1507,72,11,28-06-2023,Refunded,704.24
1508,424,23,11-08-2020,Paid,207.66
1509,383,14,06-10-2020,Paid,703.04
1510,525,11,24-03-2022,Paid,332.68
1511,335,12,24-02-2023,Shipped,335.71
1512,202,49,20-04-2023,Paid,899.63
1513,21,21,03-01-2023,Shipped,563.23
1514,24,11,05-10-2023,Refunded,356.84
1515,879,17,08-04-2023,Pending,180.19
1516,329,32,12-05-2023,Paid,269.87
1517,703,48,13-08-2023,Failed,140.7
1518,540,41,30-06-2020,Paid,472.77
1519,507,34,28-12-2020,Paid,690.43
1520,542,5,01-09-2023,Refunded,318.61
1521,997,35,26-10-2021,Refunded,572.12
1522,883,40,07-09-2020,Paid,169.55
1523,680,30,13-09-2021,Shipped,588.99
1524,274,46,29-12-2020,Pending,40.84
1525,352,44,12-11-2022,Shipped,985.93
1526,575,40,17-03-2023,Pending,147.51
1527,912,11,06-08-2023,Pending,788.04
1528,101,44,25-08-2019,Paid,639.66
1529,739,18,29-02-2020,Failed,879.67
1530,523,42,29-01-2023,Shipped,337.19
1531,748,24,29-04-2023,Failed,56.48
1532,155,22,08-10-2019,Refunded,756.89
1533,386,27,25-01-2021,Pending,595.48
1534,276,13,22-09-2019,Refunded,966.72
1535,722,49,09-07-2020,Pending,895.52
1536,414,10,26-03-2024,Paid,421.55
1537,741,42,02-08-2022,Pending,169.1
1538,632,35,16-03-2022,Shipped,663.87
1539,321,26,14-07-2023,Pending,142.08
1540,513,37,09-06-2020,Failed,172.56
1541,428,31,07-06-2023,Refunded,29.05
1542,937,14,20-02-2020,Failed,280.48
1543,594,33,10-04-2021,Failed,638.53
1544,948,14,29-05-2022,Shipped,971.33
1545,237,13,12-09-2021,Paid,632.74
1546,200,39,13-12-2023,Failed,851.55
1547,425,8,07-08-2022,Pending,688.2
1548,112,7,07-02-2022,Failed,383.53
1549,235,35,30-04-2023,Pending,151.55
1550,167,35,02-09-2019,Shipped,98.2
1551,594,35,07-09-2020,Shipped,121.49
1552,249,37,10-03-2023,Failed,847.95
1553,848,21,15-10-2023,Shipped,717.27
1554,94,36,06-02-2022,Pending,569.26
1555,979,50,01-11-2020,Refunded,533.5
1556,581,13,22-11-2021,Refunded,644.39
1557,215,34,15-11-2022,Pending,494.54
1558,398,34,19-09-2020,Refunded,930.84
1559,445,44,06-10-2019,Pending,120.45
1560,839,7,27-04-2021,Shipped,902.82
1561,470,38,19-01-2023,Failed,885.04
1562,11,6,23-06-2023,Shipped,36.91
1563,925,22,19-02-2022,Paid,474.41
1564,143,13,31-03-2021,Paid,974.21
1565,254,8,17-11-2023,Shipped,498.52
1566,734,16,18-08-2022,Pending,811.62
1567,759,47,21-10-2021,Paid,591.79
1568,535,24,07-12-2023,Paid,727.97
1569,611,13,17-10-2019,Shipped,264.53
1570,952,8,17-10-2021,Pending,804.32
1571,536,50,02-09-2023,Shipped,189.2
1572,295,4,28-01-2023,Failed,303.44
1573,870,41,09-01-2023,Shipped,569.08
1574,394,26,28-06-2023,Shipped,187.78
1575,457,49,21-07-2024,Refunded,118.88
1576,372,35,20-11-2020,Paid,459.87
1577,967,7,14-05-2021,Refunded,833.55
1578,860,23,13-05-2023,Refunded,368.88
1579,708,26,30-07-2021,Failed,110.58
1580,751,37,27-07-2021,Pending,728.72
1581,105,28,18-06-2023,Shipped,915.43
1582,348,41,25-01-2024,Refunded,899.78
1583,192,42,02-05-2023,Pending,93.45
1584,225,3,10-08-2020,Failed,224
1585,1,37,28-03-2020,Failed,407.1
1586,507,23,11-11-2019,Paid,580.82
1587,799,31,13-11-2020,Failed,989.07
1588,87,30,02-09-2020,Paid,288.45
1589,326,48,13-06-2022,Pending,145.53
1590,894,3,28-12-2022,Shipped,264.03
1591,866,42,13-06-2021,Shipped,859.9
1592,355,5,15-12-2019,Pending,562.66
1593,203,1,19-04-2022,Failed,742.6
1594,855,46,19-10-2023,Refunded,197.25
1595,147,29,28-11-2022,Shipped,814.94
1596,411,45,16-04-2020,Refunded,553.39
1597,469,38,26-05-2024,Paid,294.33
1598,391,35,14-06-2023,Shipped,741.55
1599,328,39,20-09-2022,Pending,115.55
1600,711,18,13-04-2024,Shipped,863.41
1601,89,3,09-02-2024,Shipped,99.48
1602,682,11,14-03-2023,Pending,684.98
1603,581,44,18-09-2023,Failed,175.89
1604,115,19,10-12-2019,Pending,551.44
1605,517,48,04-10-2021,Paid,227.77
1606,272,39,29-03-2021,Refunded,392.42
1607,721,27,23-07-2020,Failed,193.36
1608,406,27,20-03-2022,Pending,543.79
1609,252,37,20-11-2019,Failed,837.49
1610,128,2,28-10-2021,Pending,189.78
1611,78,14,07-07-2024,Failed,770.78
1612,437,32,16-09-2023,Paid,634.3
1613,894,43,21-11-2022,Failed,743.82
1614,840,40,05-11-2020,Shipped,601.56
1615,750,7,17-07-2020,Refunded,973.51
1616,56,32,14-02-2021,Failed,879.7
1617,943,28,12-06-2022,Refunded,981.33
1618,939,50,22-01-2020,Paid,746.82
1619,130,26,29-04-2021,Shipped,223.96
1620,514,2,31-12-2019,Paid,471.17
1621,642,23,15-09-2022,Shipped,210.16
1622,213,12,09-12-2020,Paid,198.99
1623,736,31,02-12-2020,Pending,252.12
1624,855,40,05-05-2023,Failed,430.53
1625,593,12,01-07-2023,Shipped,73.63
1626,541,10,05-03-2023,Failed,539.29
1627,441,11,03-04-2022,Refunded,731.48
1628,3,3,02-01-2023,Pending,701.81
1629,309,22,18-12-2019,Refunded,570.78
1630,62,33,09-07-2022,Paid,639.71
1631,434,37,01-03-2022,Shipped,185.85
1632,697,49,23-12-2021,Paid,42.83
1633,404,50,23-12-2023,Paid,963.69
1634,300,43,26-04-2023,Refunded,744.7
1635,610,2,20-09-2023,Shipped,776.54
1636,319,3,17-02-2023,Pending,44.4
1637,849,17,03-10-2019,Failed,129.97
1638,768,32,04-08-2021,Shipped,857.6
1639,711,10,21-09-2020,Pending,646.22
1640,793,1,08-05-2024,Pending,658.07
1641,868,37,03-06-2022,Shipped,36.38
1642,279,5,30-07-2022,Failed,594.76
1643,60,22,15-05-2021,Paid,765.25
1644,887,18,09-06-2021,Pending,827.85
1645,643,39,20-03-2023,Shipped,13.84
1646,642,46,08-04-2022,Pending,905.55
1647,925,2,24-12-2023,Paid,413.26
1648,2,10,15-02-2023,Shipped,714.82
1649,973,25,23-04-2023,Refunded,339.25
1650,798,12,17-02-2024,Pending,827.9
1651,514,7,23-07-2023,Shipped,963.1
1652,485,46,07-07-2023,Failed,591.47
1653,330,40,05-01-2024,Pending,626.67
1654,908,23,27-01-2021,Failed,622.51
1655,649,17,04-11-2020,Paid,255.17
1656,886,47,14-07-2024,Failed,829.03
1657,684,21,26-11-2023,Paid,203.7
1658,269,15,23-01-2020,Failed,678.95
1659,132,23,27-05-2024,Pending,481.75
1660,418,31,13-04-2023,Shipped,785.83
1661,259,47,08-10-2020,Shipped,967.53
1662,622,33,12-11-2023,Shipped,581.25
1663,443,29,20-09-2023,Refunded,742.47
1664,448,29,14-08-2019,Shipped,99.15
1665,256,16,14-10-2019,Failed,932.37
1666,157,29,29-09-2021,Refunded,818.35
1667,324,16,18-07-2022,Failed,619.29
1668,346,43,09-08-2023,Refunded,879.63
1669,286,18,18-03-2022,Shipped,471.63
1670,407,17,19-09-2023,Pending,387.85
1671,550,5,16-10-2023,Shipped,169.86
1672,967,43,09-06-2023,Refunded,672.53
1673,604,44,31-07-2022,Paid,34.54
1674,904,21,21-12-2021,Shipped,780.71
1675,456,20,22-11-2022,Pending,618.65
1676,18,6,16-04-2020,Shipped,212.46
1677,740,25,09-09-2021,Refunded,378.13
1678,583,26,21-06-2023,Paid,621.78
1679,336,21,31-10-2021,Refunded,649.15
1680,767,14,08-02-2024,Shipped,314.32
1681,360,3,18-03-2023,Paid,997.59
1682,497,47,12-03-2020,Shipped,684.23
1683,737,41,17-02-2023,Paid,473.21
1684,592,25,05-04-2022,Failed,11.15
1685,858,27,28-06-2020,Shipped,539.81
1686,577,20,19-06-2021,Shipped,576.45
1687,435,43,31-08-2023,Pending,765.39
1688,147,33,30-08-2022,Paid,366.94
1689,797,10,07-09-2019,Shipped,542.19
1690,740,29,15-05-2020,Paid,139.12
1691,817,4,01-10-2022,Shipped,708.27
1692,522,41,07-08-2023,Shipped,376.6
1693,805,47,07-06-2021,Failed,102.46
1694,883,44,25-02-2022,Paid,36.38
1695,745,20,09-08-2020,Failed,885.6
1696,9,20,06-01-2020,Refunded,553.75
1697,54,7,10-10-2021,Paid,875.75
1698,441,43,17-10-2019,Paid,705.95
1699,339,31,26-08-2022,Pending,58.12
1700,531,5,30-12-2019,Refunded,762.93
1701,820,2,19-02-2023,Paid,643.65
1702,935,43,29-08-2020,Refunded,489.15
1703,85,42,10-02-2021,Pending,853.11
1704,320,25,03-10-2020,Failed,569.33
1705,845,17,19-04-2023,Paid,834.74
1706,519,23,10-04-2021,Refunded,204.77
1707,468,48,20-04-2020,Paid,574.71
1708,859,23,11-07-2024,Pending,45.08
1709,943,25,19-05-2022,Pending,409.28
1710,307,14,31-01-2022,Shipped,814.68
1711,257,13,26-05-2020,Failed,499.66
1712,387,7,08-01-2024,Failed,253.03
1713,728,14,01-08-2021,Failed,66.81
1714,40,4,06-02-2020,Paid,625.9
1715,947,23,21-07-2023,Pending,817.77
1716,944,43,04-12-2022,Refunded,927.22
1717,40,39,27-10-2022,Pending,683.07
1718,499,4,28-05-2022,Paid,338.01
1719,356,50,02-06-2022,Paid,526.48
1720,828,9,07-02-2023,Paid,265.57
1721,272,47,26-06-2023,Shipped,758.34
1722,295,35,29-09-2019,Shipped,40.12
1723,962,28,19-02-2023,Paid,373.35
1724,399,18,24-10-2019,Shipped,979.55
1725,501,13,21-10-2023,Paid,145.23
1726,950,50,01-11-2020,Refunded,117.81
1727,190,19,26-08-2021,Failed,81.11
1728,589,41,10-11-2019,Refunded,689.87
1729,286,19,15-12-2021,Failed,406.85
1730,856,30,05-10-2023,Shipped,191.26
1731,385,5,18-06-2024,Refunded,371.8
1732,631,20,14-03-2023,Pending,315.99
1733,315,26,19-12-2020,Paid,566.53
1734,162,41,13-11-2019,Failed,861.76
1735,293,31,22-12-2023,Refunded,113.24
1736,975,11,07-03-2020,Shipped,28.87
1737,558,38,01-10-2023,Pending,881.88
1738,476,14,04-04-2020,Failed,252.79
1739,154,5,28-03-2020,Pending,352.38
1740,38,29,22-10-2023,Failed,496.22
1741,357,40,25-04-2024,Refunded,991.07
1742,885,43,27-11-2021,Pending,985.75
1743,887,12,30-12-2020,Pending,448.74
1744,67,28,02-01-2021,Paid,22.01
1745,312,44,04-02-2020,Paid,510.62
1746,34,46,30-03-2023,Shipped,173.16
1747,749,41,25-02-2024,Refunded,213.67
1748,356,25,10-04-2020,Failed,407.26
1749,107,13,02-12-2019,Failed,85.33
1750,691,28,12-06-2024,Paid,999.65
1751,788,48,05-01-2022,Paid,822.2
1752,773,11,02-10-2020,Shipped,676.02
1753,476,29,02-01-2020,Paid,274.65
1754,998,5,17-05-2023,Refunded,278.48
1755,729,32,21-06-2021,Refunded,713.62
1756,761,2,06-08-2024,Pending,378.62
1757,372,17,09-06-2023,Shipped,896.91
1758,292,11,03-12-2023,Pending,873.5
1759,371,5,14-09-2019,Shipped,922.69
1760,212,21,13-03-2024,Failed,739.39
1761,950,38,11-01-2023,Failed,758.12
1762,109,2,10-05-2022,Failed,657.86
1763,561,24,06-03-2020,Failed,591.99
1764,365,11,25-12-2022,Paid,501.94
1765,933,50,09-11-2022,Paid,875.38
1766,33,32,29-05-2020,Pending,242.9
1767,973,43,05-07-2021,Paid,432.55
1768,528,8,03-01-2022,Paid,149.56
1769,683,39,13-12-2023,Shipped,848.68
1770,302,16,07-08-2022,Shipped,915.48
1771,482,45,05-10-2021,Paid,132.49
1772,871,33,27-06-2022,Shipped,829.67
1773,865,35,31-07-2024,Failed,941.06
1774,7,35,09-01-2021,Failed,825.86
1775,707,7,21-06-2020,Paid,896.72
1776,957,47,19-12-2020,Shipped,530.66
1777,871,45,27-06-2022,Refunded,475.37
1778,689,16,13-01-2020,Paid,483.24
1779,610,30,19-12-2021,Failed,368.88
1780,915,2,10-04-2022,Shipped,726.71
1781,116,3,23-11-2022,Paid,872.19
1782,51,35,12-06-2022,Pending,566.36
1783,779,41,18-01-2021,Shipped,802.32
1784,422,3,09-02-2020,Refunded,468.79
1785,667,17,27-04-2024,Refunded,689.03
1786,769,33,23-10-2023,Refunded,392.3
1787,928,19,29-12-2021,Refunded,735.8
1788,477,49,21-07-2021,Failed,698.39
1789,238,27,01-07-2021,Shipped,905.96
1790,627,30,24-10-2021,Refunded,103.92
1791,716,31,11-01-2023,Refunded,144.16
1792,275,24,08-12-2019,Failed,490.53
1793,115,6,06-12-2019,Shipped,159.45
1794,981,47,19-12-2023,Pending,36.17
1795,946,45,10-01-2022,Shipped,545.52
1796,490,21,25-08-2023,Failed,372.12
1797,933,1,05-10-2020,Shipped,653.51
1798,700,46,10-12-2023,Shipped,731.94
1799,482,12,21-12-2021,Refunded,841.17
1800,995,37,17-01-2024,Shipped,882.92
1801,478,9,19-07-2020,Shipped,471.83
1802,384,31,01-03-2021,Pending,284.11
1803,257,7,06-11-2021,Shipped,432.82
1804,604,13,11-01-2023,Pending,482.54
1805,37,45,25-04-2020,Failed,812.41
1806,428,26,17-02-2024,Shipped,850.54
1807,41,39,01-04-2020,Shipped,67.02
1808,401,46,13-09-2019,Failed,105.05
1809,818,23,30-01-2021,Refunded,68.56
1810,19,46,12-08-2021,Pending,977.32
1811,244,9,01-08-2021,Shipped,158.14
1812,62,12,16-03-2020,Shipped,412.54
1813,674,28,09-11-2022,Pending,922.67
1814,518,24,05-03-2020,Paid,314.65
1815,804,21,10-11-2020,Shipped,712.18
1816,485,26,21-03-2024,Shipped,553.43
1817,545,29,19-09-2022,Pending,791.84
1818,64,20,27-08-2022,Paid,464.31
1819,119,2,12-09-2023,Failed,593.22
1820,914,4,17-06-2020,Failed,196.66
1821,888,18,23-01-2022,Refunded,947.94
1822,468,40,29-09-2020,Refunded,25.21
1823,5,47,02-02-2020,Pending,71.94
1824,208,46,01-08-2023,Pending,837.5
1825,896,20,13-09-2019,Paid,832.01
1826,405,43,24-02-2023,Shipped,615.42
1827,355,47,17-09-2020,Shipped,546.69
1828,925,37,26-09-2019,Refunded,205.04
1829,34,23,26-01-2024,Pending,151.09
1830,314,22,17-11-2022,Refunded,101.43
1831,288,50,19-05-2021,Refunded,475.43
1832,359,28,02-12-2022,Paid,627.25
1833,388,24,21-11-2020,Paid,68.42
1834,531,17,18-11-2021,Pending,762.37
1835,103,30,15-02-2020,Shipped,268.44
1836,108,29,14-09-2022,Pending,429.92
1837,661,36,15-01-2021,Failed,965.05
1838,700,47,03-03-2023,Failed,33.74
1839,24,10,06-09-2019,Refunded,213.06
1840,487,48,29-09-2023,Refunded,887.12
1841,69,4,26-11-2023,Shipped,895.24
1842,986,1,03-07-2024,Pending,80.95
1843,171,7,19-08-2020,Refunded,919.47
1844,334,29,20-10-2023,Refunded,982.69
1845,477,41,11-11-2021,Failed,627.85
1846,234,28,07-02-2022,Shipped,458.93
1847,840,8,02-04-2020,Failed,657.82
1848,727,26,04-03-2021,Refunded,848.97
1849,935,13,29-05-2024,Paid,68.95
1850,203,14,19-06-2023,Paid,592.09
1851,505,45,25-07-2024,Pending,723.14
1852,579,43,14-10-2019,Failed,232.81
1853,518,44,07-12-2023,Paid,509.59
1854,388,40,25-04-2022,Failed,289.37
1855,331,17,29-03-2020,Refunded,659.19
1856,483,40,14-10-2020,Failed,952.08
1857,408,19,05-07-2024,Pending,758.85
1858,60,50,01-12-2023,Shipped,885.62
1859,586,39,24-04-2022,Pending,778.53
1860,174,11,31-05-2022,Shipped,534.15
1861,869,11,21-06-2021,Failed,899.65
1862,211,29,05-03-2021,Failed,932.16
1863,772,10,04-10-2021,Failed,404.66
1864,314,21,30-06-2020,Shipped,832.32
1865,635,4,16-06-2021,Refunded,499.4
1866,866,23,03-09-2019,Refunded,256.36
1867,134,44,26-10-2022,Pending,682.45
1868,141,3,29-04-2020,Shipped,411.9
1869,430,26,30-12-2023,Pending,490.53
1870,289,6,11-01-2023,Pending,436.3
1871,100,49,17-04-2022,Shipped,513.42
1872,544,9,04-12-2021,Refunded,917.48
1873,113,26,05-10-2022,Refunded,78.28
1874,89,21,04-06-2021,Shipped,55.11
1875,19,26,25-08-2019,Shipped,895.57
1876,349,7,16-07-2024,Paid,57.07
1877,189,39,13-07-2024,Paid,414.97
1878,534,38,14-03-2020,Failed,907.41
1879,197,22,07-10-2022,Shipped,552.84
1880,298,2,16-10-2021,Paid,167.46
1881,752,4,18-02-2024,Pending,775.99
1882,66,43,30-04-2022,Shipped,895.03
1883,701,47,15-01-2023,Refunded,395.88
1884,866,41,31-08-2021,Paid,418.15
1885,547,7,23-01-2022,Paid,451.7
1886,34,23,29-07-2024,Pending,988.38
1887,473,16,22-08-2019,Refunded,539.25
1888,136,2,09-10-2021,Shipped,476.52
